city,system,section_heading,sentence,raw_number,parsed_value,is_percentage,label,justification
milan,baseline,Reach and Activity,"Caritas Turro reports 509 people supported, 7,756 kilograms of food and 1,309 parcels or meals during 2025.",509,509.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Reach and Activity,"Caritas Turro reports 509 people supported, 7,756 kilograms of food and 1,309 parcels or meals during 2025.","7,756",7756.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Reach and Activity,"Caritas Turro reports 509 people supported, 7,756 kilograms of food and 1,309 parcels or meals during 2025.","1,309",1309.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Reach and Activity,"Caritas Turro reports 509 people supported, 7,756 kilograms of food and 1,309 parcels or meals during 2025.",2025,2025.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Reach and Activity,Fratelli di San Francesco operates a 160-seat dining room with lunch and dinner every day.,160,160.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Reach and Activity,"Agrivis reports 20,068 kilograms of fruit and vegetables, 57,850 processed-food jars and 23 workers across the listed employment categories in 2024.","20,068",20068.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Reach and Activity,"Agrivis reports 20,068 kilograms of fruit and vegetables, 57,850 processed-food jars and 23 workers across the listed employment categories in 2024.","57,850",57850.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Reach and Activity,"Agrivis reports 20,068 kilograms of fruit and vegetables, 57,850 processed-food jars and 23 workers across the listed employment categories in 2024.",23,23.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Reach and Activity,"Agrivis reports 20,068 kilograms of fruit and vegetables, 57,850 processed-food jars and 23 workers across the listed employment categories in 2024.",2024,2024.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Digital Presence and Accessibility,"Agrivis publishes 2024 production and employment figures in a March 2025 update, while its homepage carries project news dated in 2025.",2024,2024.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Digital Presence and Accessibility,"Agrivis publishes 2024 production and employment figures in a March 2025 update, while its homepage carries project news dated in 2025.",2025,2025.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Digital Presence and Accessibility,"Agrivis publishes 2024 production and employment figures in a March 2025 update, while its homepage carries project news dated in 2025.",2025,2025.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Digital Presence and Accessibility,"The Refettorio Ambrosiano homepage provides a 2015–2025 impact summary, and the RECUP blog contains posts dated through July 2026.",2015,2015.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Digital Presence and Accessibility,"The Refettorio Ambrosiano homepage provides a 2015–2025 impact summary, and the RECUP blog contains posts dated through July 2026.",2025,2025.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Digital Presence and Accessibility,"The Refettorio Ambrosiano homepage provides a 2015–2025 impact summary, and the RECUP blog contains posts dated through July 2026.",2026,2026.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Digital Presence and Accessibility,"Some retained evidence is older or archival, including the 2018 Giardino di Eden page, the 2020 Giardino delle Meraviglie description, the 2022 SOS Milano article and the 2023 VIDAS volunteer profile.",2018,2018.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Digital Presence and Accessibility,"Some retained evidence is older or archival, including the 2018 Giardino di Eden page, the 2020 Giardino delle Meraviglie description, the 2022 SOS Milano article and the 2023 VIDAS volunteer profile.",2020,2020.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Digital Presence and Accessibility,"Some retained evidence is older or archival, including the 2018 Giardino di Eden page, the 2020 Giardino delle Meraviglie description, the 2022 SOS Milano article and the 2023 VIDAS volunteer profile.",2022,2022.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Digital Presence and Accessibility,"Some retained evidence is older or archival, including the 2018 Giardino di Eden page, the 2020 Giardino delle Meraviglie description, the 2022 SOS Milano article and the 2023 VIDAS volunteer profile.",2023,2023.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Digital Presence and Accessibility,"Of the 163 candidate URLs, 134 were discarded because they were inaccessible or technically blocked, duplicated a better initiative page, described services outside Milan, documented an ended or one-off activity, or were not initiative-level food-sharing pages.",163,163.0,False,AUDITABLE_DIRECT,exact match to evidence value 163
milan,baseline,Digital Presence and Accessibility,"Of the 163 candidate URLs, 134 were discarded because they were inaccessible or technically blocked, duplicated a better initiative page, described services outside Milan, documented an ended or one-off activity, or were not initiative-level food-sharing pages.",134,134.0,False,AUDITABLE_DIRECT,exact match to evidence value 134
milan,baseline,Notable Initiatives,"Food Hub Cuccagna is notable for combining surplus recovery, free self-service shopping, assisted access and broader autonomy support for approximately 350 families.",350,350.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Notable Initiatives,"Refettorio Ambrosiano joins recovered food with a dignified dining environment and reports a decade total exceeding 220,000 free meals.","220,000",220000.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Notable Initiatives,"Solidando has expanded from Milan's first social market in 2017 to three shops supported by a neighbourhood hub, social bakery and social kitchen.",2017,2017.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Notable Initiatives,"The COOPI-led Hub Selinunte is notable for coordinating food tables across two western municipalities and reporting regular reach above 2,000 people.","2,000",2000.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Notable Initiatives,Coltivando places shared cultivation on a university campus and has involved neighbourhood residents in distributing the harvest among participants since 2012.,2012,2012.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Notable Initiatives,"Pane Quotidiano is historically distinctive because the visited page traces its daily, non-discriminatory free-food mission in Milan to 1898.",1898,1898.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
milan,baseline,Notable Initiatives,"Screening outcome: 29 of the 163 input URLs were retained as genuine, distinct Milan FSIs and 134 were discarded.",29,29.0,False,AUDITABLE_DIRECT,exact match to evidence value 29
milan,baseline,Notable Initiatives,"Screening outcome: 29 of the 163 input URLs were retained as genuine, distinct Milan FSIs and 134 were discarded.",163,163.0,False,AUDITABLE_DIRECT,exact match to evidence value 163
milan,baseline,Notable Initiatives,"Screening outcome: 29 of the 163 input URLs were retained as genuine, distinct Milan FSIs and 134 were discarded.",134,134.0,False,AUDITABLE_DIRECT,exact match to evidence value 134
milan,baseline,Notable Initiatives,"The discarded set comprised 11 duplicate or umbrella page; 14 outside Milan; 6 ended, one-off or archival without adequate current evidence; 59 inaccessible or technically blocked; 44 not a distinct food-sharing initiative.",11,11.0,False,AUDITABLE_DIRECT,exact match to evidence value 11
milan,baseline,Notable Initiatives,"The discarded set comprised 11 duplicate or umbrella page; 14 outside Milan; 6 ended, one-off or archival without adequate current evidence; 59 inaccessible or technically blocked; 44 not a distinct food-sharing initiative.",14,14.0,False,AUDITABLE_DIRECT,exact match to evidence value 14
milan,baseline,Notable Initiatives,"The discarded set comprised 11 duplicate or umbrella page; 14 outside Milan; 6 ended, one-off or archival without adequate current evidence; 59 inaccessible or technically blocked; 44 not a distinct food-sharing initiative.",6,6.0,False,AUDITABLE_DIRECT,exact match to evidence value 6
milan,baseline,Notable Initiatives,"The discarded set comprised 11 duplicate or umbrella page; 14 outside Milan; 6 ended, one-off or archival without adequate current evidence; 59 inaccessible or technically blocked; 44 not a distinct food-sharing initiative.",59,59.0,False,AUDITABLE_DIRECT,exact match to evidence value 59
milan,baseline,Notable Initiatives,"The discarded set comprised 11 duplicate or umbrella page; 14 outside Milan; 6 ended, one-off or archival without adequate current evidence; 59 inaccessible or technically blocked; 44 not a distinct food-sharing initiative.",44,44.0,False,AUDITABLE_DIRECT,exact match to evidence value 44
barcelona,b1,Geographic Distribution,"Barcelona hosts 237 Food Sharing Initiatives (FSIs) across 10 postal districts, with the highest concentrations found in Ciutat Vella (45), Sants-Montjuïc (31), and Eixample (29), which together account for 105 of the total FSIs.",237,237.0,False,AUDITABLE_DIRECT,exact match to evidence value 237
barcelona,b1,Geographic Distribution,"Barcelona hosts 237 Food Sharing Initiatives (FSIs) across 10 postal districts, with the highest concentrations found in Ciutat Vella (45), Sants-Montjuïc (31), and Eixample (29), which together account for 105 of the total FSIs.",10,10.0,False,AUDITABLE_DIRECT,exact match to evidence value 10
barcelona,b1,Geographic Distribution,"Barcelona hosts 237 Food Sharing Initiatives (FSIs) across 10 postal districts, with the highest concentrations found in Ciutat Vella (45), Sants-Montjuïc (31), and Eixample (29), which together account for 105 of the total FSIs.",45,45.0,False,AUDITABLE_DIRECT,exact match to evidence value 45
barcelona,b1,Geographic Distribution,"Barcelona hosts 237 Food Sharing Initiatives (FSIs) across 10 postal districts, with the highest concentrations found in Ciutat Vella (45), Sants-Montjuïc (31), and Eixample (29), which together account for 105 of the total FSIs.",31,31.0,False,AUDITABLE_DIRECT,exact match to evidence value 31
barcelona,b1,Geographic Distribution,"Barcelona hosts 237 Food Sharing Initiatives (FSIs) across 10 postal districts, with the highest concentrations found in Ciutat Vella (45), Sants-Montjuïc (31), and Eixample (29), which together account for 105 of the total FSIs.",29,29.0,False,AUDITABLE_DIRECT,exact match to evidence value 29
barcelona,b1,Geographic Distribution,"Barcelona hosts 237 Food Sharing Initiatives (FSIs) across 10 postal districts, with the highest concentrations found in Ciutat Vella (45), Sants-Montjuïc (31), and Eixample (29), which together account for 105 of the total FSIs.",105,105.0,False,AUDITABLE_DIRECT,exact match to evidence value 105
barcelona,b1,Geographic Distribution,"These three districts, designated as green (high-density) areas, collectively represent 44.3% of all FSIs in the city, reflecting a clear spatial clustering in central and historically urbanized zones.",44.3%,44.3,True,AUDITABLE_DERIVED,105/237(total)*100=44.30 (within 0.55pp of 44.3)
barcelona,b1,Geographic Distribution,"In contrast, red (low-density) districts—Les Corts, Nou Barris, and Sant Andreu—contain only 24 FSIs combined, with Sant Andreu hosting the fewest at 6.",24,24.0,False,AUDITABLE_DERIVED,sum(10+14)=24
barcelona,b1,Geographic Distribution,"In contrast, red (low-density) districts—Les Corts, Nou Barris, and Sant Andreu—contain only 24 FSIs combined, with Sant Andreu hosting the fewest at 6.",6,6.0,False,AUDITABLE_DIRECT,exact match to evidence value 6
barcelona,b1,Geographic Distribution,"Notably, no district has fewer than 6 FSIs, indicating a minimum threshold of activity even in the least densely populated areas.",6,6.0,False,AUDITABLE_DIRECT,exact match to evidence value 6
barcelona,b1,Geographic Distribution,"The disparity between green and red districts is stark: green areas host 4.3 FSIs per square kilometer on average, compared to 1.2 in red districts, based on official postcode boundary polygons.",4.3,4.3,False,AUDITABLE_DERIVED,sum(3+1.3)=4.3
barcelona,b1,Geographic Distribution,"The disparity between green and red districts is stark: green areas host 4.3 FSIs per square kilometer on average, compared to 1.2 in red districts, based on official postcode boundary polygons.",1.2,1.2,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,b1,Geographic Distribution,"Yellow (medium-density) districts, such as Sarrià-Sant Gervasi (26 FSIs) and Gràcia (14), occupy an intermediate position, with their counts aligning with their classification as transitional zones between urban cores and peripheries.",26,26.0,False,AUDITABLE_DIRECT,exact match to evidence value 26
barcelona,b1,Geographic Distribution,"Yellow (medium-density) districts, such as Sarrià-Sant Gervasi (26 FSIs) and Gràcia (14), occupy an intermediate position, with their counts aligning with their classification as transitional zones between urban cores and peripheries.",14,14.0,False,AUDITABLE_DIRECT,exact match to evidence value 14
barcelona,b1,Geographic Distribution,"Ciutat Vella’s 45 FSIs, the highest in any district, suggest strong community engagement in food redistribution, potentially linked to its dense population and historical role as a commercial hub.",45,45.0,False,AUDITABLE_DIRECT,exact match to evidence value 45
barcelona,b1,Geographic Distribution,"The uniformity in district-level FSI counts—none below 6—contrasts with the uneven distribution of initiatives, highlighting the influence of spatial planning and infrastructure on food sharing activity.",6,6.0,False,AUDITABLE_DIRECT,exact match to evidence value 6
barcelona,b1,Types of Food Sharing Initiatives,"Barcelona hosts 237 Food Sharing Initiatives (FSIs), with the largest group categorized as ""other"" (62, 26.2%) and ""unknown"" (49, 20.7%), reflecting broad or unspecified operational models.",237,237.0,False,AUDITABLE_DIRECT,exact match to evidence value 237
barcelona,b1,Types of Food Sharing Initiatives,"Barcelona hosts 237 Food Sharing Initiatives (FSIs), with the largest group categorized as ""other"" (62, 26.2%) and ""unknown"" (49, 20.7%), reflecting broad or unspecified operational models.",62,62.0,False,AUDITABLE_DIRECT,exact match to evidence value 62
barcelona,b1,Types of Food Sharing Initiatives,"Barcelona hosts 237 Food Sharing Initiatives (FSIs), with the largest group categorized as ""other"" (62, 26.2%) and ""unknown"" (49, 20.7%), reflecting broad or unspecified operational models.",26.2%,26.2,True,AUDITABLE_DIRECT,exact match to evidence value 26.2
barcelona,b1,Types of Food Sharing Initiatives,"Barcelona hosts 237 Food Sharing Initiatives (FSIs), with the largest group categorized as ""other"" (62, 26.2%) and ""unknown"" (49, 20.7%), reflecting broad or unspecified operational models.",49,49.0,False,AUDITABLE_DIRECT,exact match to evidence value 49
barcelona,b1,Types of Food Sharing Initiatives,"Barcelona hosts 237 Food Sharing Initiatives (FSIs), with the largest group categorized as ""other"" (62, 26.2%) and ""unknown"" (49, 20.7%), reflecting broad or unspecified operational models.",20.7%,20.7,True,AUDITABLE_DIRECT,exact match to evidence value 20.7
barcelona,b1,Types of Food Sharing Initiatives,"Community gardens (41, 17.3%) and food-sharing platforms (33, 13.9%) form the next most common types, indicating a focus on localized food production and redistribution.",41,41.0,False,AUDITABLE_DIRECT,exact match to evidence value 41
barcelona,b1,Types of Food Sharing Initiatives,"Community gardens (41, 17.3%) and food-sharing platforms (33, 13.9%) form the next most common types, indicating a focus on localized food production and redistribution.",17.3%,17.3,True,AUDITABLE_DIRECT,exact match to evidence value 17.3
barcelona,b1,Types of Food Sharing Initiatives,"Community gardens (41, 17.3%) and food-sharing platforms (33, 13.9%) form the next most common types, indicating a focus on localized food production and redistribution.",33,33.0,False,AUDITABLE_DIRECT,exact match to evidence value 33
barcelona,b1,Types of Food Sharing Initiatives,"Community gardens (41, 17.3%) and food-sharing platforms (33, 13.9%) form the next most common types, indicating a focus on localized food production and redistribution.",13.9%,13.9,True,AUDITABLE_DIRECT,exact match to evidence value 13.9
barcelona,b1,Types of Food Sharing Initiatives,"Over half of all FSIs (123, 51.9%) emphasize sustainability, suggesting a strong alignment with environmental goals, while only 12 (5.1%) integrate formal educational components, highlighting a gap between practical initiatives and structured learning opportunities.",123,123.0,False,AUDITABLE_DIRECT,exact match to evidence value 123
barcelona,b1,Types of Food Sharing Initiatives,"Over half of all FSIs (123, 51.9%) emphasize sustainability, suggesting a strong alignment with environmental goals, while only 12 (5.1%) integrate formal educational components, highlighting a gap between practical initiatives and structured learning opportunities.",51.9%,51.9,True,AUDITABLE_DERIVED,123/237(total)*100=51.90 (within 0.55pp of 51.9)
barcelona,b1,Types of Food Sharing Initiatives,"Over half of all FSIs (123, 51.9%) emphasize sustainability, suggesting a strong alignment with environmental goals, while only 12 (5.1%) integrate formal educational components, highlighting a gap between practical initiatives and structured learning opportunities.",12,12.0,False,AUDITABLE_DIRECT,exact match to evidence value 12
barcelona,b1,Types of Food Sharing Initiatives,"Over half of all FSIs (123, 51.9%) emphasize sustainability, suggesting a strong alignment with environmental goals, while only 12 (5.1%) integrate formal educational components, highlighting a gap between practical initiatives and structured learning opportunities.",5.1%,5.1,True,AUDITABLE_DERIVED,11/237(total)*100=4.64 (within 0.55pp of 5.1)
barcelona,b1,Types of Food Sharing Initiatives,"A further 105 (44.3%) organize events or workshops, underscoring active community engagement despite the limited educational scope.",105,105.0,False,AUDITABLE_DIRECT,exact match to evidence value 105
barcelona,b1,Types of Food Sharing Initiatives,"A further 105 (44.3%) organize events or workshops, underscoring active community engagement despite the limited educational scope.",44.3%,44.3,True,AUDITABLE_DERIVED,105/237(total)*100=44.30 (within 0.55pp of 44.3)
barcelona,b1,Types of Food Sharing Initiatives,"The ""other"" category’s dominance (26.2%) contrasts with the relatively small but specialized presence of food banks (11, 4.6%) and food gifting (3, 1.3%), which may reflect niche or underreported activities.",26.2%,26.2,True,AUDITABLE_DIRECT,exact match to evidence value 26.2
barcelona,b1,Types of Food Sharing Initiatives,"The ""other"" category’s dominance (26.2%) contrasts with the relatively small but specialized presence of food banks (11, 4.6%) and food gifting (3, 1.3%), which may reflect niche or underreported activities.",11,11.0,False,AUDITABLE_DIRECT,exact match to evidence value 11
barcelona,b1,Types of Food Sharing Initiatives,"The ""other"" category’s dominance (26.2%) contrasts with the relatively small but specialized presence of food banks (11, 4.6%) and food gifting (3, 1.3%), which may reflect niche or underreported activities.",4.6%,4.6,True,AUDITABLE_DIRECT,exact match to evidence value 4.6
barcelona,b1,Types of Food Sharing Initiatives,"The ""other"" category’s dominance (26.2%) contrasts with the relatively small but specialized presence of food banks (11, 4.6%) and food gifting (3, 1.3%), which may reflect niche or underreported activities.",3,3.0,False,AUDITABLE_DIRECT,exact match to evidence value 3
barcelona,b1,Types of Food Sharing Initiatives,"The ""other"" category’s dominance (26.2%) contrasts with the relatively small but specialized presence of food banks (11, 4.6%) and food gifting (3, 1.3%), which may reflect niche or underreported activities.",1.3%,1.3,True,AUDITABLE_DIRECT,exact match to evidence value 1.3
barcelona,b1,Types of Food Sharing Initiatives,"Meanwhile, the 105 FSIs hosting events or workshops represent 44.3% of the total, suggesting that experiential engagement is a widespread strategy, even among initiatives lacking formal education programs.",105,105.0,False,AUDITABLE_DIRECT,exact match to evidence value 105
barcelona,b1,Types of Food Sharing Initiatives,"Meanwhile, the 105 FSIs hosting events or workshops represent 44.3% of the total, suggesting that experiential engagement is a widespread strategy, even among initiatives lacking formal education programs.",44.3%,44.3,True,AUDITABLE_DERIVED,105/237(total)*100=44.30 (within 0.55pp of 44.3)
barcelona,b1,Types of Food Sharing Initiatives,"The absence of clear data on 20.7% of FSIs (labeled ""unknown"") also raises questions about the completeness of current classifications and potential underrepresentation of certain initiatives.",20.7%,20.7,True,AUDITABLE_DIRECT,exact match to evidence value 20.7
barcelona,b1,Operational and Funding Models,"Barcelona hosts 237 Food Sharing Initiatives (FSIs), with the majority (227) being non-commercial, encompassing voluntary or charitable efforts.",237,237.0,False,AUDITABLE_DIRECT,exact match to evidence value 237
barcelona,b1,Operational and Funding Models,"Barcelona hosts 237 Food Sharing Initiatives (FSIs), with the majority (227) being non-commercial, encompassing voluntary or charitable efforts.",227,227.0,False,AUDITABLE_DERIVED,sum(74+123+30) [group=_scalar]=227
barcelona,b1,Operational and Funding Models,"Of these, 74 are community-led grassroots projects, the largest single category, followed by 46 NGO-led initiatives and 10 commercial or social enterprises.",74,74.0,False,AUDITABLE_DIRECT,exact match to evidence value 74
barcelona,b1,Operational and Funding Models,"Of these, 74 are community-led grassroots projects, the largest single category, followed by 46 NGO-led initiatives and 10 commercial or social enterprises.",46,46.0,False,AUDITABLE_DIRECT,exact match to evidence value 46
barcelona,b1,Operational and Funding Models,"Of these, 74 are community-led grassroots projects, the largest single category, followed by 46 NGO-led initiatives and 10 commercial or social enterprises.",10,10.0,False,AUDITABLE_DIRECT,exact match to evidence value 10
barcelona,b1,Operational and Funding Models,"Only 9 FSIs are government-funded, while 6 receive council support, highlighting limited public sector involvement.",9,9.0,False,AUDITABLE_DIRECT,exact match to evidence value 9
barcelona,b1,Operational and Funding Models,"Only 9 FSIs are government-funded, while 6 receive council support, highlighting limited public sector involvement.",6,6.0,False,AUDITABLE_DIRECT,exact match to evidence value 6
barcelona,b1,Operational and Funding Models,"A small fraction (8) are formally registered as NGOs or charities, whereas 2 operate informally through community groups, suggesting varying levels of institutional recognition and stability.",8,8.0,False,AUDITABLE_DIRECT,exact match to evidence value 8
barcelona,b1,Operational and Funding Models,"A small fraction (8) are formally registered as NGOs or charities, whereas 2 operate informally through community groups, suggesting varying levels of institutional recognition and stability.",2,2.0,False,AUDITABLE_DIRECT,exact match to evidence value 2
barcelona,b1,Operational and Funding Models,"Community-led initiatives (74) outnumber NGO-led ones (46), but the latter often leverage structured networks, as only 1 FSI is affiliated with known food networks.",74,74.0,False,AUDITABLE_DIRECT,exact match to evidence value 74
barcelona,b1,Operational and Funding Models,"Community-led initiatives (74) outnumber NGO-led ones (46), but the latter often leverage structured networks, as only 1 FSI is affiliated with known food networks.",46,46.0,False,AUDITABLE_DIRECT,exact match to evidence value 46
barcelona,b1,Operational and Funding Models,"Community-led initiatives (74) outnumber NGO-led ones (46), but the latter often leverage structured networks, as only 1 FSI is affiliated with known food networks.",1,1.0,False,AUDITABLE_DIRECT,exact match to evidence value 1
barcelona,b1,Operational and Funding Models,"The cooperative model is prominent, with 47 FSIs adopting this structure, potentially enhancing collective decision-making and resource sharing.",47,47.0,False,AUDITABLE_DIRECT,exact match to evidence value 47
barcelona,b1,Operational and Funding Models,"Notably, just 3 FSIs are volunteer-based, while the remaining 224 rely on other staffing models, indicating limited reliance on unpaid labor.",3,3.0,False,AUDITABLE_DIRECT,exact match to evidence value 3
barcelona,b1,Operational and Funding Models,"Notably, just 3 FSIs are volunteer-based, while the remaining 224 rely on other staffing models, indicating limited reliance on unpaid labor.",224,224.0,False,NOT_MACHINE_AUDITABLE,no exact-sum match in evidence base
barcelona,b1,Reach and Activity,"Barcelona hosts 125 high-activity Food Sharing Initiatives (FSIs) and 112 low-activity FSIs, totaling 237 FSIs across the city.",125,125.0,False,AUDITABLE_DIRECT,exact match to evidence value 125
barcelona,b1,Reach and Activity,"Barcelona hosts 125 high-activity Food Sharing Initiatives (FSIs) and 112 low-activity FSIs, totaling 237 FSIs across the city.",112,112.0,False,AUDITABLE_DIRECT,exact match to evidence value 112
barcelona,b1,Reach and Activity,"Barcelona hosts 125 high-activity Food Sharing Initiatives (FSIs) and 112 low-activity FSIs, totaling 237 FSIs across the city.",237,237.0,False,AUDITABLE_DIRECT,exact match to evidence value 237
barcelona,b1,Reach and Activity,"These initiatives collectively reference a quantified volume of 2087 units, encompassing meals, kilograms of food, or member contributions, though the exact distribution of these units remains unspecified.",2087,2087.0,False,AUDITABLE_DIRECT,exact match to evidence value 2087
barcelona,b1,Reach and Activity,"Notably, 30 FSIs collaborate with farms, restaurants, or stores, indicating a structured network of partnerships to redistribute surplus food.",30,30.0,False,AUDITABLE_DIRECT,exact match to evidence value 30
barcelona,b1,Reach and Activity,"Target audiences are broadly defined, with general public (23 FSIs) and elderly individuals (36 FSIs) being the most frequently cited groups, followed by low-income populations (8 FSIs), students (2 FSIs), and children (3 FSIs).",23,23.0,False,AUDITABLE_DIRECT,exact match to evidence value 23
barcelona,b1,Reach and Activity,"Target audiences are broadly defined, with general public (23 FSIs) and elderly individuals (36 FSIs) being the most frequently cited groups, followed by low-income populations (8 FSIs), students (2 FSIs), and children (3 FSIs).",36,36.0,False,AUDITABLE_DIRECT,exact match to evidence value 36
barcelona,b1,Reach and Activity,"Target audiences are broadly defined, with general public (23 FSIs) and elderly individuals (36 FSIs) being the most frequently cited groups, followed by low-income populations (8 FSIs), students (2 FSIs), and children (3 FSIs).",8,8.0,False,AUDITABLE_DIRECT,exact match to evidence value 8
barcelona,b1,Reach and Activity,"Target audiences are broadly defined, with general public (23 FSIs) and elderly individuals (36 FSIs) being the most frequently cited groups, followed by low-income populations (8 FSIs), students (2 FSIs), and children (3 FSIs).",2,2.0,False,AUDITABLE_DIRECT,exact match to evidence value 2
barcelona,b1,Reach and Activity,"Target audiences are broadly defined, with general public (23 FSIs) and elderly individuals (36 FSIs) being the most frequently cited groups, followed by low-income populations (8 FSIs), students (2 FSIs), and children (3 FSIs).",3,3.0,False,AUDITABLE_DIRECT,exact match to evidence value 3
barcelona,b1,Reach and Activity,"The disparity in target audience focus highlights a prioritization of elderly and general public needs, with 36 FSIs explicitly targeting elderly individuals, compared to 23 targeting the general public.",36,36.0,False,AUDITABLE_DIRECT,exact match to evidence value 36
barcelona,b1,Reach and Activity,"The disparity in target audience focus highlights a prioritization of elderly and general public needs, with 36 FSIs explicitly targeting elderly individuals, compared to 23 targeting the general public.",23,23.0,False,AUDITABLE_DIRECT,exact match to evidence value 23
barcelona,b1,Reach and Activity,"Among collaborating FSIs, 30 engage with food producers or retailers, suggesting a strategic emphasis on supply-chain integration to maximize food redistribution.",30,30.0,False,AUDITABLE_DIRECT,exact match to evidence value 30
barcelona,b1,Reach and Activity,"Meanwhile, the relatively low number of FSIs targeting low-income groups (8) compared to elderly-focused initiatives (36) raises questions about the alignment of FSI outreach with socioeconomic needs in the city.",8,8.0,False,AUDITABLE_DIRECT,exact match to evidence value 8
barcelona,b1,Reach and Activity,"Meanwhile, the relatively low number of FSIs targeting low-income groups (8) compared to elderly-focused initiatives (36) raises questions about the alignment of FSI outreach with socioeconomic needs in the city.",36,36.0,False,AUDITABLE_DIRECT,exact match to evidence value 36
barcelona,b1,Digital Presence and Accessibility,"Barcelona hosts 237 Food Sharing Initiatives (FSIs), all of which maintain a digital presence as evidenced by website scraping data.",237,237.0,False,AUDITABLE_DIRECT,exact match to evidence value 237
barcelona,b1,Digital Presence and Accessibility,"Eighteen FSIs explicitly reference online or digital coordination methods in their operations, while 35 operate from physical locations, indicating a blend of virtual and in-person engagement.",35,35.0,False,AUDITABLE_DIRECT,exact match to evidence value 35
barcelona,b1,Digital Presence and Accessibility,"Among the 35 FSIs with physical locations, no data specifies their geographic distribution or capacity for community engagement, contrasting with the 18 digitally coordinated FSIs, which may rely on broader, less localized networks.",35,35.0,False,AUDITABLE_DIRECT,exact match to evidence value 35
barcelona,b1,Digital Presence and Accessibility,"Among the 35 FSIs with physical locations, no data specifies their geographic distribution or capacity for community engagement, contrasting with the 18 digitally coordinated FSIs, which may rely on broader, less localized networks.",18,18.0,False,AUDITABLE_DIRECT,exact match to evidence value 18
barcelona,b1,Notable Initiatives,"Barcelona hosts 237 Food Sharing Initiatives (FSIs) in total, with Ciutat Vella leading in density, housing 45 FSIs—the highest concentration of any district—followed by Sants-Montjuïc (31) and Eixample (29).",237,237.0,False,AUDITABLE_DIRECT,exact match to evidence value 237
barcelona,b1,Notable Initiatives,"Barcelona hosts 237 Food Sharing Initiatives (FSIs) in total, with Ciutat Vella leading in density, housing 45 FSIs—the highest concentration of any district—followed by Sants-Montjuïc (31) and Eixample (29).",45,45.0,False,AUDITABLE_DIRECT,exact match to evidence value 45
barcelona,b1,Notable Initiatives,"Barcelona hosts 237 Food Sharing Initiatives (FSIs) in total, with Ciutat Vella leading in density, housing 45 FSIs—the highest concentration of any district—followed by Sants-Montjuïc (31) and Eixample (29).",31,31.0,False,AUDITABLE_DIRECT,exact match to evidence value 31
barcelona,b1,Notable Initiatives,"Barcelona hosts 237 Food Sharing Initiatives (FSIs) in total, with Ciutat Vella leading in density, housing 45 FSIs—the highest concentration of any district—followed by Sants-Montjuïc (31) and Eixample (29).",29,29.0,False,AUDITABLE_DIRECT,exact match to evidence value 29
barcelona,b1,Notable Initiatives,"Of these, 125 FSIs are classified as high-popularity, indicating significant community engagement or operational scale.",125,125.0,False,AUDITABLE_DIRECT,exact match to evidence value 125
barcelona,b1,Notable Initiatives,"Notably, 105 FSIs actively organise events, suggesting a strong emphasis on social interaction and public participation, while only 12 incorporate educational components, highlighting a disparity in the types of activities prioritised across initiatives.",105,105.0,False,AUDITABLE_DIRECT,exact match to evidence value 105
